,aggr_answer,assessors_answer,cnt,least_common,query,some_answer
15954,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,остров пасхи,NOT_COMMERCIAL
15955,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,остров санторини,NOT_COMMERCIAL
15956,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,остров чистоты,COMMERCIAL
15957,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,остров чистоты акции,NOT_COMMERCIAL
15958,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,остроконечные кондиломы на руке,NOT_COMMERCIAL
15959,NOT_COMMERCIAL,NOT_COMMERCIAL,40,COMMERCIAL,острые козырьки,NOT_COMMERCIAL
15960,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,острые предметы,COMMERCIAL
15961,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,острый хранический гайморит,NOT_COMMERCIAL
15962,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,осцилятор для плазмы,COMMERCIAL
15963,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,от геморроя,COMMERCIAL
15964,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,от семьи не убежишь фильм 2018,NOT_COMMERCIAL
15965,COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,от316д,COMMERCIAL
15966,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,отабек муродов,NOT_COMMERCIAL
15967,NOT_COMMERCIAL,NOT_COMMERCIAL,218,COMMERCIAL,отбасы,NOT_COMMERCIAL
15968,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отбасы туралы суреттер,NOT_COMMERCIAL
15969,NOT_COMMERCIAL,NOT_COMMERCIAL,320,COMMERCIAL,отбросы 2 сезон кубик в кубе,COMMERCIAL
15970,COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отвертка ударная king tony (арт.4112fr),COMMERCIAL
15971,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,отдел небольшой,NOT_COMMERCIAL
15972,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,отдел образования первомайского района г.витебска,NOT_COMMERCIAL
15973,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отдых юн казахстана,NOT_COMMERCIAL
15974,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,отели в полиньяно а маре,NOT_COMMERCIAL
15975,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,отель гуру,NOT_COMMERCIAL
15976,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,отель золотое кольцо москва,NOT_COMMERCIAL
15977,NOT_COMMERCIAL,NOT_COMMERCIAL,30,COMMERCIAL,отель мумбаи: противостояние,NOT_COMMERCIAL
15978,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,отель на пхукете angsana laguna карта номеров,NOT_COMMERCIAL
15979,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отец дженнифер лопес,NOT_COMMERCIAL
15980,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,отец молодец,NOT_COMMERCIAL
15981,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,отзывы кредит идея банк,NOT_COMMERCIAL
15982,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,открытие,NOT_COMMERCIAL
15983,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,открытие ведьм,NOT_COMMERCIAL
15984,NOT_COMMERCIAL,NOT_COMMERCIAL,133,COMMERCIAL,открытие ведьм сериал,NOT_COMMERCIAL
15985,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,открытие пиццерии 2018,NOT_COMMERCIAL
15986,NOT_COMMERCIAL,NOT_COMMERCIAL,804,COMMERCIAL,открытка к дню пожилого человека своими руками,COMMERCIAL
15987,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытка ко дню матери,NOT_COMMERCIAL
15988,COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,открытка ко дню учителя 1 октября,COMMERCIAL
15989,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытка на день святого валентина риунок,NOT_COMMERCIAL
15990,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытка новогодняя арт,NOT_COMMERCIAL
15991,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытка размер в пикселях,NOT_COMMERCIAL
15992,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,открытка с днем бух,NOT_COMMERCIAL
15993,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытка с днем рождения,COMMERCIAL
15994,NOT_COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,открытка с днем рождения мужчине дачнику,NOT_COMMERCIAL
15995,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытка с днём рождения женщине,NOT_COMMERCIAL
15996,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытка с добрым утром и хорошего дня,NOT_COMMERCIAL
15997,NOT_COMMERCIAL,NOT_COMMERCIAL,43,COMMERCIAL,открытка с наступающим рождеством христовым,NOT_COMMERCIAL
15998,NOT_COMMERCIAL,NOT_COMMERCIAL,22,COMMERCIAL,открытка с рождеством,NOT_COMMERCIAL
15999,NOT_COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,открытка спокойной ночи,NOT_COMMERCIAL
16000,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки 23 февраля,NOT_COMMERCIAL
16001,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытки 8 марта,NOT_COMMERCIAL
16002,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки для бабушки с днём рождения внучки,NOT_COMMERCIAL
16003,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытки доброе утро,NOT_COMMERCIAL
16004,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытки к дню победы,COMMERCIAL
16005,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытки как дела как настроение,NOT_COMMERCIAL
16006,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,открытки легкие нарисовать,NOT_COMMERCIAL
16007,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки на день рождения своими руками,NOT_COMMERCIAL
16008,NOT_COMMERCIAL,NOT_COMMERCIAL,30,COMMERCIAL,открытки на прощенное воскресенье,NOT_COMMERCIAL
16009,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки накануне рождества,NOT_COMMERCIAL
16010,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки поздравительные с днем памяти иконы божьей матери жировик,NOT_COMMERCIAL
16011,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с 23 февраля,NOT_COMMERCIAL
16012,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с 8 марта,NOT_COMMERCIAL
16013,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытки с благовещением,NOT_COMMERCIAL
16014,NOT_COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,открытки с бракосочетанием красивые картинки,NOT_COMMERCIAL
16015,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки с днем женского счастья,NOT_COMMERCIAL
16017,NOT_COMMERCIAL,NOT_COMMERCIAL,45,COMMERCIAL,открытки с днем рождения женщине,NOT_COMMERCIAL
16018,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытки с днем рождения женщине для ватсапа,COMMERCIAL
16019,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,открытки с днем рождения женщине красивые с пожеланиями бесплатно,NOT_COMMERCIAL
16020,NOT_COMMERCIAL,NOT_COMMERCIAL,40,COMMERCIAL,открытки с днем рождения мужчине,COMMERCIAL
16021,NOT_COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,открытки с днем учителя,NOT_COMMERCIAL
16022,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки с днём пограничника,COMMERCIAL
16023,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,открытки с днём рождения,NOT_COMMERCIAL
16024,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытки с днём рождения виталик,NOT_COMMERCIAL
16025,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с днём рождения для даши,COMMERCIAL
16026,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,открытки с днём рождения женщине красивые,COMMERCIAL
16027,NOT_COMMERCIAL,NOT_COMMERCIAL,5,COMMERCIAL,открытки с днём рождения женщине красивые бесплатно анимационные,COMMERCIAL
16028,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки с днём рождения с 65 летием мужчине,NOT_COMMERCIAL
16029,NOT_COMMERCIAL,NOT_COMMERCIAL,587,COMMERCIAL,открытки с днём рождения своими руками,NOT_COMMERCIAL
16030,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с добрым утром,COMMERCIAL
16031,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,открытки с добрым утром вкусные,COMMERCIAL
16032,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,открытки с добрым утром зимние красивые,NOT_COMMERCIAL
16033,COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,открытки с католической пасхой на немецком языке,COMMERCIAL
16034,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытки с новым годом 2019,NOT_COMMERCIAL
16035,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с прекрасным днем и отличного настроения,NOT_COMMERCIAL
16036,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,открытки с рождеством христовым,NOT_COMMERCIAL
16037,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,открытки с фарфоровой свадьбой,NOT_COMMERCIAL
16038,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,открытки своими руками,NOT_COMMERCIAL
16039,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,открытки учителю,NOT_COMMERCIAL
16040,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,открытый простор,NOT_COMMERCIAL
16041,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,отличного вечера друзья,NOT_COMMERCIAL
16042,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,отличного настроения открытки анимация,NOT_COMMERCIAL
16043,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отмена всех ограничений сериал,NOT_COMMERCIAL
16044,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,отмороженные бедра,COMMERCIAL
16045,COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,отмычка,COMMERCIAL
16046,NOT_COMMERCIAL,NOT_COMMERCIAL,47,COMMERCIAL,отношения инвестор заказчик генподрядчик схема,NOT_COMMERCIAL
16047,NOT_COMMERCIAL,NOT_COMMERCIAL,572,COMMERCIAL,отп банк,NOT_COMMERCIAL
16048,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,отпетые мошенники,NOT_COMMERCIAL
16049,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,отпетые мошенницы 2019,NOT_COMMERCIAL
16050,COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,отражатель фары мопед дельта,COMMERCIAL
16051,COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отрезные диски для мини дрели,COMMERCIAL
16052,NOT_COMMERCIAL,NOT_COMMERCIAL,31,COMMERCIAL,отто кариус,NOT_COMMERCIAL
16053,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,отче наш молитва,NOT_COMMERCIAL
16054,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,отчет,NOT_COMMERCIAL
16055,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,отёки,NOT_COMMERCIAL
16056,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,официант,NOT_COMMERCIAL
16057,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,оформление для д/с приёмная картинки осень,NOT_COMMERCIAL
16058,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,оформление на сказках,COMMERCIAL
16059,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,оформление списка литературы англоязычные источники,NOT_COMMERCIAL
16060,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,оффенбах,NOT_COMMERCIAL
16061,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,оффлайн каникулы2,NOT_COMMERCIAL
16062,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,охотничья собака,NOT_COMMERCIAL
16063,NOT_COMMERCIAL,NOT_COMMERCIAL,30,COMMERCIAL,охрана труда и техника безопасности на предприятии,NOT_COMMERCIAL
16064,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,очаг для костра на даче своими руками,COMMERCIAL
16065,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,оченний лук мода,NOT_COMMERCIAL
16066,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,очень красивые голые попы фото,NOT_COMMERCIAL
16067,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,очень красивые картинки на день рождения,NOT_COMMERCIAL
16068,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,очень опасная штучка,NOT_COMMERCIAL
16069,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,очень плохие мамочки 2 фильм 2017,NOT_COMMERCIAL
16070,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,очень странные дела,NOT_COMMERCIAL
16071,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,оштукатуривание стен,NOT_COMMERCIAL
16072,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,ошхона мебели,COMMERCIAL
16073,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,павел прилучный,NOT_COMMERCIAL
16074,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,павлин,NOT_COMMERCIAL
16075,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,павлов евгений красноярск,NOT_COMMERCIAL
16076,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,павук маргинал,NOT_COMMERCIAL
16077,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,падежи,NOT_COMMERCIAL
16078,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,паджеро 4,NOT_COMMERCIAL
16079,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,паджеро спорт,NOT_COMMERCIAL
16080,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,пажитник,NOT_COMMERCIAL
16081,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,пайпер перри,NOT_COMMERCIAL
16082,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пакеты для стерилизации avent,COMMERCIAL
16083,NOT_COMMERCIAL,NOT_COMMERCIAL,577,COMMERCIAL,пакистан люди,NOT_COMMERCIAL
16084,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,палантин-горжетка из норки,COMMERCIAL
16085,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,палата 6,NOT_COMMERCIAL
16086,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,палево мари краймбрери,NOT_COMMERCIAL
16087,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,палермо,NOT_COMMERCIAL
16088,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,палермо пляжи,NOT_COMMERCIAL
16089,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,палета,NOT_COMMERCIAL
16090,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,палец на дрель,NOT_COMMERCIAL
16091,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,палитра красок для волос,NOT_COMMERCIAL
16092,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,палитра цветов,COMMERCIAL
16093,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,палтус рыба фото,COMMERCIAL
16094,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,пальма,COMMERCIAL
16095,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,пальма де майорка,NOT_COMMERCIAL
16096,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,пальмы на ногтях,NOT_COMMERCIAL
16097,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,пальпация границы печени проводится по методу:,NOT_COMMERCIAL
16098,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,памела андерсон,NOT_COMMERCIAL
16099,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,памир на карте,NOT_COMMERCIAL
16100,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,памятник клавиатуре графическое изображение,NOT_COMMERCIAL
16101,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,памятник солоха,NOT_COMMERCIAL
16102,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,памятник тысячелетие россии,NOT_COMMERCIAL
16103,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,памятники в минске,NOT_COMMERCIAL
16104,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,памятники на кладбище фото,COMMERCIAL
16105,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,памятники шахтерам,NOT_COMMERCIAL
16106,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,память поколений фонд,NOT_COMMERCIAL
16107,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,пандаг,NOT_COMMERCIAL
16108,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,панзоид,NOT_COMMERCIAL
16109,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,панк рок мальчик,NOT_COMMERCIAL
16111,NOT_COMMERCIAL,NOT_COMMERCIAL,30,COMMERCIAL,панкреатин,NOT_COMMERCIAL
16112,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,панкреатит,NOT_COMMERCIAL
16113,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,пансион воспитанниц мо рф,NOT_COMMERCIAL
16114,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,пантенол,NOT_COMMERCIAL
16115,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,пантера,NOT_COMMERCIAL
16116,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,папа джонс,NOT_COMMERCIAL
16117,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,папа досвидос,NOT_COMMERCIAL
16118,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,папа мама,NOT_COMMERCIAL
16119,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,папа римский,NOT_COMMERCIAL
16120,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,папайя,NOT_COMMERCIAL
16121,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,папе снова 17 фильм 2009,NOT_COMMERCIAL
16122,NOT_COMMERCIAL,NOT_COMMERCIAL,38,COMMERCIAL,папиллома,NOT_COMMERCIAL
16123,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,папины дочки,NOT_COMMERCIAL
16124,COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,папка,COMMERCIAL
16125,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,папоротник,NOT_COMMERCIAL
16126,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пар над водой зимой,NOT_COMMERCIAL
16127,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,парабола,NOT_COMMERCIAL
16128,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парабульбарный способ введения,NOT_COMMERCIAL
16129,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,паравозик,NOT_COMMERCIAL
16130,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парад 2010,NOT_COMMERCIAL
16131,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,параллакс,NOT_COMMERCIAL
16132,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,параллелограмм,COMMERCIAL
16133,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,параметры девушки 98-81-98,NOT_COMMERCIAL
16134,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парасимпатическая нервная система,NOT_COMMERCIAL
16135,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,парацетамол от головной боли,NOT_COMMERCIAL
16136,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пардалар модаси,COMMERCIAL
16137,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,парень держит девушку за волосы с зади,NOT_COMMERCIAL
16138,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,парень и девушка в ванной фото,NOT_COMMERCIAL
16139,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парень изменил девушке с ее подругой,NOT_COMMERCIAL
16140,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парень обнимает девушку,NOT_COMMERCIAL
16141,NOT_COMMERCIAL,NOT_COMMERCIAL,10,NOT_COMMERCIAL,парень сидит на полу,NOT_COMMERCIAL
16142,NOT_COMMERCIAL,NOT_COMMERCIAL,45,NOT_COMMERCIAL,парень сосет у парня,NOT_COMMERCIAL
16143,NOT_COMMERCIAL,NOT_COMMERCIAL,50,COMMERCIAL,париж,NOT_COMMERCIAL
16144,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парикмахерская лебедь на тушинской,NOT_COMMERCIAL
16145,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,парк красная пресня,NOT_COMMERCIAL
16146,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пармезан,NOT_COMMERCIAL
16147,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,парна,NOT_COMMERCIAL
16148,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парни анонируют,NOT_COMMERCIAL
16149,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,парни с большими пенисами,NOT_COMMERCIAL
16150,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,парни со стволами,NOT_COMMERCIAL
16151,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,парноха секс,NOT_COMMERCIAL
16152,NOT_COMMERCIAL,NOT_COMMERCIAL,189,COMMERCIAL,парные авы для влюбленных аниме,NOT_COMMERCIAL
16153,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,паром жд керчинский вокзал,NOT_COMMERCIAL
16154,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,пароход,NOT_COMMERCIAL
16155,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,пароход елизавета,NOT_COMMERCIAL
16156,NOT_COMMERCIAL,NOT_COMMERCIAL,10,COMMERCIAL,парочка,NOT_COMMERCIAL
16157,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,парус сочи,NOT_COMMERCIAL
16158,COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,парфюмы с афродизиаком мужские,NOT_COMMERCIAL
16159,NOT_COMMERCIAL,NOT_COMMERCIAL,5,NOT_COMMERCIAL,парящий орел,NOT_COMMERCIAL
16160,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пассажиры,NOT_COMMERCIAL
16161,NOT_COMMERCIAL,NOT_COMMERCIAL,242,COMMERCIAL,паста болоньезе,COMMERCIAL
16162,NOT_COMMERCIAL,NOT_COMMERCIAL,25,COMMERCIAL,паста фетучини,NOT_COMMERCIAL
16163,NOT_COMMERCIAL,NOT_COMMERCIAL,25,NOT_COMMERCIAL,пасха,NOT_COMMERCIAL
16164,NOT_COMMERCIAL,NOT_COMMERCIAL,31,COMMERCIAL,пасха 2019,NOT_COMMERCIAL
16165,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,пасха в 2019,NOT_COMMERCIAL
16166,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,пасынок и мачеха в одной постели,NOT_COMMERCIAL
16167,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пасьянс,NOT_COMMERCIAL
16168,NOT_COMMERCIAL,NOT_COMMERCIAL,20,COMMERCIAL,пасьянс коврик сложный,NOT_COMMERCIAL
16169,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пасьянс косынка,NOT_COMMERCIAL
16170,NOT_COMMERCIAL,NOT_COMMERCIAL,15,NOT_COMMERCIAL,пасьянс паук 4 масти,NOT_COMMERCIAL
16171,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,пасьянсы,NOT_COMMERCIAL
16172,NOT_COMMERCIAL,NOT_COMMERCIAL,15,COMMERCIAL,патология фильм 2008,COMMERCIAL
16173,NOT_COMMERCIAL,NOT_COMMERCIAL,20,NOT_COMMERCIAL,патриарх кирилл,NOT_COMMERCIAL
16174,NOT_COMMERCIAL,NOT_COMMERCIAL,35,COMMERCIAL,патрик клюйверт,NOT_COMMERCIAL
